"","uniqueID","site","plot","quad","ind","emerg.date","phen.1","itero.per.","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds_08.08.2017","flrs_08.08.2017","fruits_08.08.2017","longest.fruit.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds_14.08.2017","flrs_14.08.2017","fruits_14.08.2017","longest.fruit.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds_21.08.2017","flrs_21.08.2017","fruits_21.08.2017","longest.fruit.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds_28.08.2017","flrs_28.08.2017","fruits_28.08.2017","longest.fruit.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds_03.09.2017","flrs_03.09.2017","fruits_03.09.2017","longest.fruit.5","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds_30.09.2017","flrs_30.09.2017","fruits_30.09.2017","longest.fruit.8","canopy.width.8","date.6","phen.6","stem.diam6","height.6","total.branch.6","longest.leaf.6","buds.8","flrs.6","fruits.6","longest.fruit.6","notes.6","protocol.notes.6","uniqueID_6","matches.","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7"
"122","LV1 P2 QNA #2-3","LV1",2,NA,"3-Feb","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.14",5.5,6,NA,14,2,0,NA,"9/3/17","F",2.33,8.4,6,NA,12,2,0,NA,"9/30/17","S",2.38,"11","6",NA,0,0,2,"4.2",NA,"9/12/17","F","2.33","10","6",NA,"13","5","3","4","1 V B ",NA,"LV1 P2 QNA #2-3","Y","9/19/17","F",2.33,10,"6",NA,10,4,3,4,"1 VB"
"123","LV1 P2 QNA #3","LV1",2,NA,"3","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #3","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","LV1 P2 QNA #3-1","LV1",2,NA,"1-Mar","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.85",8.9,1,NA,9,4,0,NA,"9/3/17","F",2.5,10.1,1,NA,5,6,3,1.6,NA,"S",2.44,"11.1","1",NA,0,0,5,"5.1",NA,"9/12/17","P","2.5","10.5","1",NA,"2","0","7","5.3",NA,NA,"LV1 P2 QNA #3-1","Y","9/19/17","P",2.5,10.5,"1",NA,2,0,5,5.3,NA
"125","LV1 P2 QNA #3-2","LV1",2,NA,"2-Mar","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.42",6.7,4,NA,16,3,0,NA,"9/3/17","F",2.42,6.7,5,NA,6,2,1,0.5,NA,"S",2.65,"7.6","4",NA,0,0,2,"4.1",NA,"9/12/17","F","2.42","7.4","4",NA,"7","1","5","4.1","1 V B ; herb",NA,"LV1 P2 QNA #3-2","Y","9/19/17","P",2.42,7.4,"4",NA,7,0,6,4.1,"1 VB"
"126","LV1 P2 QNA #4","LV1",2,NA,"4","(8/9/17)","V","Y","8/9/17","2.38",5,3,0.7,0,0,0,NA,"B","8/14/17","2.38",5,3,NA,3,0,0,NA,"B","8/22/17","2.38",7.2,3,NA,4,0,0,NA,"F","8/29/17","2.38",9,3,NA,8,2,0,NA,"9/3/17","F",2.66,10.1,1,NA,6,3,0,NA,"9/30/17","P",3.09,"9.6","1",NA,0,0,0,NA,NA,"9/12/17","P","2.66","10.1","1",NA,NA,NA,NA,NA,"Herbivory",NA,"LV1 P2 QNA #4","Y","9/19/17","P",2.66,10.1,"1",NA,NA,NA,NA,NA,"herb, branches chopped"
"127","LV1 P2 QNA #5","LV1",2,NA,"5","(8/9/17)","V","N","8/9/17","2.02",3.5,1,1.8,0,0,0,NA,"B","8/14/17","2.02",3.5,1,NA,18,0,0,NA,"B","8/22/17","2.02",3.5,7,NA,58,0,0,NA,"F","8/29/17","2.76",9.9,7,NA,52,29,0,NA,"9/3/17","F",3.12,12.5,7,NA,37,29,21,2.8,"9/30/17","S",3.25,"13.3","7",NA,0,0,22,"6.3",NA,"9/12/17","F","3.12","13.3","7",NA,"21","5","37","6.3",NA,NA,"LV1 P2 QNA #5","Y","9/19/17","P",3.12,13.3,"7",NA,2,0,34,6.3,NA
"128","LV1 P2 QNA #6","LV1",2,NA,"6","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #6","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","LV1 P2 QNA #6-1","LV1",2,NA,"1-Jun","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.68",12.4,1,NA,3,5,1,1,"9/3/17","F",1.68,14,1,NA,1,2,6,6.2,"9/30/17","SX",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","P","1.68","14","1",NA,NA,NA,"6","6.2",NA,NA,"LV1 P2 QNA #6-1","Y","9/19/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,"totally chopped; only stick left!"
"130","LV1 P2 QNA #6-2","LV1",2,NA,"2-Jun","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.37",8.3,1,NA,9,1,0,NA,"9/3/17","F",2.27,9.8,2,NA,6,3,1,1,"9/30/17","S",1.55,"10.4","1",NA,0,0,2,"3.4",NA,"9/12/17","F","2.27","10.3","2",NA,"5","1","4","3.4",NA,NA,"LV1 P2 QNA #6-2","Y","9/19/17","F",2.27,10.3,"2",NA,5,2,3,3.4,NA
"131","LV1 P2 QNA #6-3","LV1",2,NA,"3-Jun","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.27",9.8,4,NA,18,12,4,0.9,"9/3/17","F",2.52,12,4,NA,13,7,15,5,"9/30/17","S",2.27,"11.5","3",NA,0,0,7,"4.9",NA,"9/12/17","F","2.52","12","4",NA,"12","1","23","5",NA,NA,"LV1 P2 QNA #6-3","Y","9/19/17","P",2.52,12,"4",NA,3,0,8,5,NA
"132","LV1 P2 QNA #6-4","LV1",2,NA,"4-Jun","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.03",8.1,1,NA,6,5,2,0.7,"9/3/17","F",2.24,9.5,1,NA,5,4,3,3.2,"9/30/17","S",2.23,"9","1",NA,0,0,3,"3.3",NA,"9/12/17","P","2.24","9.5","1",NA,"4","0","9","3.2",NA,NA,"LV1 P2 QNA #6-4","Y","9/19/17","P",2.24,9.5,"1",NA,2,0,3,3.2,NA
"133","LV1 P2 QNA #6-5","LV1",2,NA,"5-Jun","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.36",7.7,3,NA,9,6,2,0.6,"9/3/17","F",2.36,9.2,3,NA,5,4,7,4,"9/30/17","S",2.25,"8.4","3",NA,0,0,5,"4.6",NA,"9/12/17","P","3.36","9.2","3",NA,"5","0","10","4.9",NA,NA,"LV1 P2 QNA #6-5","Y","9/19/17","P",2.36,9.2,"3",NA,0,0,10,4.9,NA
"134","LV1 P2 QNA #7","LV1",2,NA,"7","(8/9/17)","V","N","8/9/17","2.26",1.5,2,1.1,0,0,0,NA,"B","8/14/17","2.26",1.5,2,NA,6,0,0,NA,"B","8/22/17","2.26",1.5,3,NA,24,0,0,NA,"F","8/29/17","2.26",11.1,2,NA,9,11,2,0.8,"9/3/17","F",2.4,2.5,2,NA,9,7,11,5,"9/30/17","S",2.2,"13","2",NA,0,0,8,"5",NA,"9/12/17","F","2.4","12.5","2",NA,"7","2","14","5.3",NA,NA,"LV1 P2 QNA #7","Y","9/19/17","P",2.47,12.5,"2",NA,3,0,8,5.3,NA
"135","LV1 P2 QNA #7-1","LV1",2,NA,"1-Jul","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.35",6.5,1,NA,7,0,1,0.5,"9/3/17","F",2.47,8.1,1,NA,5,1,1,3.3,"9/30/17","S",2.16,"7.7","1",NA,0,0,3,"4.8",NA,"9/12/17","F","2.47","8.1","1",NA,"4","2","3","4.4",NA,NA,"LV1 P2 QNA #7-1","Y","9/19/17","F",2.47,8.1,"1",NA,3,1,4,4.9,NA
"136","LV1 P2 QNA #7-2","LV1",2,NA,"2-Jul","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.98",10,3,NA,13,7,1,0.4,"9/3/17","F",2.1,10,3,NA,7,5,5,3.5,"9/30/17","S",2.13,"9","3",NA,0,0,5,"5.5",NA,"9/12/17","F","2.1","10","3",NA,"3","2","9","5.5",NA,NA,"LV1 P2 QNA #7-2","Y","9/19/17","F",2.1,10,"3",NA,2,1,7,5.5,NA
"137","LV1 P2 QNA #8","LV1",2,NA,"8","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #8","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","LV1 P2 QNA #9","LV1",2,NA,"9","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #9","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","LV1 P2 QNA #9-1","LV1",2,NA,"1-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.15",10,1,NA,5,4,4,1.9,"9/3/17","F",2.15,10,1,NA,5,1,8,4.9,"9/30/17","S",1.91,"10","1",NA,0,0,3,"5",NA,"9/12/17","P","2.15","10","1",NA,"3","0","4","5.2",NA,NA,"LV1 P2 QNA #9-1","Y","9/19/17","P",2.15,10,"1",NA,0,0,4,5.2,NA
"140","LV1 P2 QNA #9-1-1","LV1",2,NA,"9/1/01","(9/3/2017)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","F",1.87,10.1,3,NA,5,3,3,1.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"","","","","","","","","","","","","","N","9/19/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","LV1 P2 QNA #9-2","LV1",2,NA,"2-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17",NA,NA,NA,NA,NA,0,0,0,NA,"9/30/17",NA,NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not a plant",NA,"LV1 P2 QNA #9-2","Y","9/19/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not a plant!"
"142","LV1 P2 QNA #9-3","LV1",2,NA,"3-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.99",9.1,5,NA,20,15,6,1,"9/3/17","F",3.05,11.5,5,NA,18,6,21,5.1,"9/30/17","S",2.71,"11","5",NA,0,0,13,"5.1",NA,"9/12/17","P","3.65","11.5","5",NA,"19","0","22","4.7",NA,NA,"LV1 P2 QNA #9-3","Y","9/19/17","P",3.05,11.5,"5",NA,7,0,20,5,NA
"143","LV1 P2 QNA #9-4","LV1",2,NA,"4-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.07",0.5,1,0.5,0,0,0,NA,"9/3/17","V",1.07,0.5,1,0.5,0,0,0,NA,"9/30/17","V",1.29,"0.4","1",0.8,0,0,0,NA,1.4,"9/12/17",NA,"1.07","0.5","1","0.5",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #9-4","Y","9/19/17","V",1.07,0.5,"1","0.5",NA,NA,NA,NA,NA
"144","LV1 P2 QNA #9-5","LV1",2,NA,"5-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #9-5","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","LV1 P2 QNA #9-6","LV1",2,NA,"6-Sep","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.72",5.8,1,NA,0,2,3,1.8,"9/3/17","P",1.72,5.8,1,NA,0,0,3,1.4,"9/30/17","S",1.79,"5.2","1",NA,0,0,1,"0.4",NA,"9/12/17","V","1.72","5.8","1",NA,"0","0","2","1.2","Herbivory",NA,"LV1 P2 QNA #9-6","Y","9/19/17","P",1.72,5.8,"1",NA,0,0,3,1.5,"herb"
"146","LV2 P1 QNA #1","LV2",1,NA,"1","(8/8/17)","F","N","8/8/17","3.93",14.5,3,NA,0,3,1,1.5,"P","8/14/17","3.94",14.5,3,NA,0,0,3,6.2,"F","8/22/17","3.94",14.5,3,NA,40,2,4,6.2,"F","8/29/17","3.94",14.5,3,NA,50,18,7,6.5,"9/5/17","F",6.33,14.3,7,NA,35,23,25,6.5,"10/1/17","SX",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","F","6.33","14.3","7",NA,"30","11","35","6.5",NA,NA,"LV2 P1 QNA #1","Y","9/19/17","F",6.33,15.5,"7",NA,18,10,33,6,NA
"147","LV2 P1 QNA #1-1","LV2",1,NA,"1-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.3",1.9,1,2,0,0,0,NA,"V","8/29/17","1.3",1.9,1,2,0,0,0,NA,"9/5/17","V",2.82,3.2,1,2.7,0,0,0,NA,"10/1/17","V",3.7,"2.1","1",1.3,0,0,0,NA,7.5,"9/12/17","V","3.08","3.2","1","3",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-1","Y","9/19/17","V",3.54,3.5,"1","3.4",NA,NA,NA,NA,"herb"
"148","LV2 P1 QNA #1-10","LV2",1,NA,"10-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.54",2,1,2.6,0,0,0,NA,"V","8/29/17","1.54",2,1,2.6,0,0,0,NA,"9/5/17","V",3.42,3.1,3,3,0,0,0,NA,"10/1/17","V",4.11,"4.5","1",3.9,0,0,0,NA,7.7,"9/12/17","V","3.42","3.1","1","3.2",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-10","Y","9/19/17","V",2.42,3.1,"3","3",NA,NA,NA,NA,NA
"149","LV2 P1 QNA #1-11","LV2",1,NA,"11-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.99",3.1,1,2.9,0,0,0,NA,"V","8/29/17","1.99",3.1,1,2.9,0,0,0,NA,"9/5/17","V",2.75,4,3,3.6,0,0,0,NA,"10/1/17","V",2.78,"3.4","1",3.9,0,0,0,NA,8.6,"9/12/17","V","2.75","5","3","4.4",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-11","Y","9/19/17","V",2.75,4,"3","3.6",NA,NA,NA,NA,NA
"150","LV2 P1 QNA #1-12","LV2",1,NA,"12-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.48",2.1,1,2.7,0,0,0,NA,"V","8/29/17","1.48",2.1,1,2.7,0,0,0,NA,"9/5/17",NA,NA,NA,NA,NA,0,0,0,NA,"10/1/17",NA,NA,NA,NA,NA,0,0,0,NA,5.8,"9/12/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tag fell off",NA,"LV2 P1 QNA #1-12","Y","9/19/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tag fell off"
"151","LV2 P1 QNA #1-13","LV2",1,NA,"13-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.72",1.6,1,2.6,0,0,0,NA,"V","8/29/17","1.72",1.6,1,2.6,0,0,0,NA,"9/5/17","V",2.26,3.3,1,4,0,0,0,NA,"10/1/17","V",2.37,"3.5","1",4.8,0,0,0,NA,9,"9/12/17",NA,"2.26","3.3","1","4",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-13","Y","9/19/17","V",2.26,3.3,"1","4",NA,NA,NA,NA,NA
"152","LV2 P1 QNA #1-14","LV2",1,NA,"14-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.09",2.3,1,1.8,0,0,0,NA,"V","8/29/17","1.09",2.3,1,1.8,0,0,0,NA,"9/5/17","V",2.04,3.2,2,3,0,0,0,NA,"10/1/17","V",2.38,"2.4","1",3.5,0,0,0,NA,8.1,"9/12/17",NA,"2.04","3.2","1","4",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-14","Y","9/19/17","V",2.04,3.2,"2","3",NA,NA,NA,NA,NA
"153","LV2 P1 QNA #1-15","LV2",1,NA,"15-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.27",1.5,1,1.4,0,0,0,NA,"V","8/29/17","1.27",1.5,1,1.4,0,0,0,NA,"9/5/17","V",1.76,2.5,1,2.9,0,0,0,NA,"10/1/17","V",2.09,"2","1",3.5,0,0,0,NA,6.5,"9/12/17",NA,"1.76","3","1","3.1",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-15","Y","9/19/17","V",1.76,2.5,"1","2.9",NA,NA,NA,NA,NA
"154","LV2 P1 QNA #1-2","LV2",1,NA,"2-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.25",1.6,1,1.3,0,0,0,NA,"V","8/29/17","1.25",1.6,1,1.3,0,0,0,NA,"9/5/17","V",1.79,1.6,1,1.6,0,0,0,NA,"10/1/17","V",2.03,"2.2","1",2.1,0,0,0,NA,4.8,"9/12/17","V","1.92","2","1","2",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-2","Y","9/19/17","V",1.92,2.6,"1","2.1",NA,NA,NA,NA,"herb"
"155","LV2 P1 QNA #1-3","LV2",1,NA,"3-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.16",1.9,1,1.5,0,0,0,NA,"V","8/29/17","1.16",1.9,1,1.5,0,0,0,NA,"9/5/17","V",1.61,2.1,1,2.2,0,0,0,NA,"10/1/17","V",2.05,"0.2","1",2.7,0,0,0,NA,5.7,"9/12/17","V","1.61","3","1","2.6",NA,NA,NA,NA,"Herbivory",NA,"LV2 P1 QNA #1-3","Y","9/19/17","V",1.61,3,"1","2.6",NA,NA,NA,NA,"herb"
"156","LV2 P1 QNA #1-4","LV2",1,NA,"4-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.4",1.7,1,1.6,0,0,0,NA,"V","8/29/17","1.4",1.7,1,1.6,0,0,0,NA,"9/5/17","V",2,2.3,1,2.5,0,0,0,NA,"10/1/17","V",3.39,"2.7","1",3.3,0,0,0,NA,6.4,"9/12/17","V","2","2.3","1","2.6",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-4","Y","9/19/17","V",2,2.3,"1","2.5",NA,NA,NA,NA,NA
"157","LV2 P1 QNA #1-5","LV2",1,NA,"5-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.46",1.8,1,1.5,0,0,0,NA,"V","8/29/17","1.46",1.8,1,1.5,0,0,0,NA,"9/5/17","V",2.02,3,1,2.4,0,0,0,NA,"10/1/17","V",2.28,"4.5","1",3.3,0,0,0,NA,6.2,"9/12/17","V","2.02","3","1","2.6",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-5","Y","9/19/17","V",2.02,3,"1","2.4",NA,NA,NA,NA,NA
"158","LV2 P1 QNA #1-5-1","LV2",1,NA,"1/5/01","(9/5/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/5/17","V",1.75,2,1,2.1,0,0,0,NA,"10/1/17","V",2.83,"2.9","1",2.8,0,0,0,NA,5.6,"9/12/17","V","1.75","2","1","2.5",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-5-1","Y","9/19/17","V",1.75,2,"1","2.1",NA,NA,NA,NA,NA
"159","LV2 P1 QNA #1-5-2","LV2",1,NA,"1/5/02","(9/5/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/5/17","V",1.42,2.1,1,2,0,0,0,NA,"10/1/17","V",1.87,"2.3","1",0.19,0,0,0,NA,4.5,"9/12/17","V","1.42","2.1","1","2.6",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-5-2","Y","9/19/17","V",1.42,2.1,"1","2",NA,NA,NA,NA,NA
"160","LV2 P1 QNA #1-5-3","LV2",1,NA,"1/5/03","(9/5/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/5/17","V",1.83,3.3,1,2.4,0,0,0,NA,"10/1/17","V",2.91,"4.3","1",3.6,0,0,0,NA,6.5,"9/12/17","V","1.83","3.3","1","2.6",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-5-3","Y","9/19/17","V",1.83,3.3,"1","2.4",NA,NA,NA,NA,NA
"161","LV2 P1 QNA #1-6","LV2",1,NA,"6-Jan","(8/22/17)",NA,NA,"8/8/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","1.15",1.7,1,1.7,0,0,0,NA,"V","8/29/17","1.15",1.7,1,1.7,0,0,0,NA,"9/5/17","V",1.6,2.8,1,2.7,0,0,0,NA,"10/1/17","V",3.64,"2.7","1",2.9,0,0,0,NA,6.7,"9/12/17","V","1.6","2.8","1","3",NA,NA,NA,NA,NA,NA,"LV2 P1 QNA #1-6","Y","9/19/17","V",1.6,2.8,"1","2.7",NA,NA,NA,NA,NA
