,uniqueID,site,plot,quad,date,ind,buds,flrs,fruits,herb,melt_date
808,LV2 P2 QNA #26,LV2,2,NA,7/27/18,26,NA,NA,NA,NA,5/21/18
809,LV2 P2 QNA #26,LV2,2,NA,8/5/18,26,NA,NA,NA,0,5/21/18
810,LV2 P2 QNA #26,LV2,2,NA,8/27/18,26,NA,NA,NA,0,5/21/18
811,LV2 P2 QNA #26-1,LV2,2,NA,7/1/18,26-1,NA,NA,NA,NA,5/21/18
812,LV2 P2 QNA #26-1,LV2,2,NA,7/10/18,26-1,16,9,4,0,5/21/18
813,LV2 P2 QNA #26-1,LV2,2,NA,7/18/18,26-1,NA,NA,NA,NA,5/21/18
814,LV2 P2 QNA #26-1,LV2,2,NA,7/27/18,26-1,NA,NA,NA,NA,5/21/18
815,LV2 P2 QNA #26-1,LV2,2,NA,8/5/18,26-1,NA,NA,NA,NA,5/21/18
816,LV2 P2 QNA #26-1,LV2,2,NA,8/27/18,26-1,NA,NA,NA,NA,5/21/18
817,LV2 P2 QNA #28,LV2,2,NA,7/1/18,28,NA,NA,NA,0,5/21/18
818,LV2 P2 QNA #28,LV2,2,NA,7/10/18,28,NA,NA,NA,NA,5/21/18
819,LV2 P2 QNA #28,LV2,2,NA,7/18/18,28,NA,NA,NA,0,5/21/18
820,LV2 P2 QNA #28,LV2,2,NA,7/27/18,28,NA,NA,NA,NA,5/21/18
821,LV2 P2 QNA #28,LV2,2,NA,8/5/18,28,NA,NA,NA,0,5/21/18
822,LV2 P2 QNA #28,LV2,2,NA,8/27/18,28,NA,NA,NA,0,5/21/18
823,LV2 P2 QNA #29,LV2,2,NA,7/1/18,29,NA,NA,NA,NA,5/21/18
824,LV2 P2 QNA #29,LV2,2,NA,7/10/18,29,NA,NA,NA,0,5/21/18
825,LV2 P2 QNA #29,LV2,2,NA,7/18/18,29,NA,NA,NA,NA,5/21/18
826,LV2 P2 QNA #29,LV2,2,NA,7/27/18,29,NA,NA,NA,NA,5/21/18
827,LV2 P2 QNA #29,LV2,2,NA,8/5/18,29,NA,NA,NA,NA,5/21/18
828,LV2 P2 QNA #29,LV2,2,NA,8/27/18,29,NA,NA,NA,NA,5/21/18
829,LV2 P2 QNA #30,LV2,2,NA,7/1/18,30,7,4,NA,0,5/21/18
830,LV2 P2 QNA #30,LV2,2,NA,7/10/18,30,NA,NA,NA,NA,5/21/18
831,LV2 P2 QNA #30,LV2,2,NA,7/18/18,30,NA,NA,NA,0,5/21/18
832,LV2 P2 QNA #30,LV2,2,NA,7/27/18,30,NA,NA,NA,NA,5/21/18
833,LV2 P2 QNA #30,LV2,2,NA,8/5/18,30,NA,NA,NA,0,5/21/18
834,LV2 P2 QNA #30,LV2,2,NA,8/27/18,30,NA,NA,NA,0,5/21/18
835,LV2 P2 QNA #5,LV2,2,NA,7/1/18,5,9,6,NA,0,5/21/18
836,LV2 P2 QNA #5,LV2,2,NA,7/10/18,5,5,4,8,0,5/21/18
837,LV2 P2 QNA #5,LV2,2,NA,7/18/18,5,3,0,9,0,5/21/18
838,LV2 P2 QNA #5,LV2,2,NA,7/27/18,5,NA,NA,2,NA,5/21/18
839,LV2 P2 QNA #5,LV2,2,NA,8/5/18,5,0,0,4,0,5/21/18
840,LV2 P2 QNA #5,LV2,2,NA,8/27/18,5,NA,NA,NA,0,5/21/18
841,LV2 P2 QNA #51,LV2,2,NA,7/1/18,51,NA,NA,NA,0,5/21/18
842,LV2 P2 QNA #51,LV2,2,NA,7/10/18,51,NA,NA,NA,0,5/21/18
843,LV2 P2 QNA #51,LV2,2,NA,7/18/18,51,NA,NA,NA,0,5/21/18
844,LV2 P2 QNA #51,LV2,2,NA,7/27/18,51,NA,NA,NA,NA,5/21/18
845,LV2 P2 QNA #51,LV2,2,NA,8/5/18,51,NA,NA,NA,0,5/21/18
846,LV2 P2 QNA #51,LV2,2,NA,8/27/18,51,NA,NA,NA,0,5/21/18
847,LV2 P2 QNA #52,LV2,2,NA,7/1/18,52,NA,NA,NA,0,5/21/18
848,LV2 P2 QNA #52,LV2,2,NA,7/10/18,52,NA,NA,NA,0,5/21/18
849,LV2 P2 QNA #52,LV2,2,NA,7/18/18,52,NA,NA,NA,0,5/21/18
850,LV2 P2 QNA #52,LV2,2,NA,7/27/18,52,NA,NA,NA,NA,5/21/18
851,LV2 P2 QNA #52,LV2,2,NA,8/5/18,52,NA,NA,NA,0,5/21/18
852,LV2 P2 QNA #52,LV2,2,NA,8/27/18,52,NA,NA,NA,0,5/21/18
853,LV2 P2 QNA #53,LV2,2,NA,7/1/18,53,NA,NA,NA,0,5/21/18
1260,LV3 P1.5 QNA #69,LV3,1.5,NA,8/27/18,69,NA,NA,NA,1,5/3/18
855,LV2 P2 QNA #53,LV2,2,NA,7/18/18,53,NA,NA,NA,0,5/21/18
1278,LV3 P1.5 QNA #72,LV3,1.5,NA,8/27/18,72,NA,NA,NA,1,5/3/18
1638,LVTR2.5 PNA QNA #29,LVTR2.5,NA,NA,8/27/18,29,NA,NA,NA,1,NA
1644,LVTR2.5 PNA QNA #30,LVTR2.5,NA,NA,8/27/18,30,NA,NA,NA,1,NA
859,LV2 P2 QNA #54,LV2,2,NA,7/1/18,54,NA,NA,NA,0,5/21/18
860,LV2 P2 QNA #54,LV2,2,NA,7/10/18,54,NA,NA,NA,0,5/21/18
861,LV2 P2 QNA #54,LV2,2,NA,7/18/18,54,NA,NA,NA,0,5/21/18
862,LV2 P2 QNA #54,LV2,2,NA,7/27/18,54,NA,NA,NA,NA,5/21/18
962,LV3 P1 Q0 #1-4,LV3,1,0,7/10/18,4-Jan,NA,NA,3,1.5,5/17/18
864,LV2 P2 QNA #54,LV2,2,NA,8/27/18,54,NA,NA,NA,0,5/21/18
865,LV2 P2 QNA #55,LV2,2,NA,7/1/18,55,NA,NA,NA,0,5/21/18
1029,LV3 P1 QNA #80,LV3,1,NA,7/18/18,80,NA,NA,NA,1.5,5/17/18
4,LV1 P1 QNA #1,LV1,1,NA,7/27/18,1,8,NA,NA,1.5,6/20/18
136,LV1 P1 QNA #24-1-2,LV1,1,NA,7/27/18,24-1-2,NA,NA,6,1.5,6/20/18
869,LV2 P2 QNA #55,LV2,2,NA,8/5/18,55,NA,NA,NA,0,5/21/18
870,LV2 P2 QNA #55,LV2,2,NA,8/27/18,55,NA,NA,NA,0,5/21/18
871,LV2 P2 QNA #56,LV2,2,NA,7/1/18,56,NA,NA,NA,0,5/21/18
872,LV2 P2 QNA #56,LV2,2,NA,7/10/18,56,NA,NA,NA,0,5/21/18
873,LV2 P2 QNA #56,LV2,2,NA,7/18/18,56,NA,NA,NA,0,5/21/18
874,LV2 P2 QNA #56,LV2,2,NA,7/27/18,56,NA,NA,NA,NA,5/21/18
875,LV2 P2 QNA #56,LV2,2,NA,8/5/18,56,NA,NA,NA,0,5/21/18
876,LV2 P2 QNA #56,LV2,2,NA,8/27/18,56,NA,NA,NA,0,5/21/18
877,LV2 P2 QNA #57,LV2,2,NA,7/1/18,57,NA,NA,NA,0,5/21/18
878,LV2 P2 QNA #57,LV2,2,NA,7/10/18,57,NA,NA,NA,0,5/21/18
879,LV2 P2 QNA #57,LV2,2,NA,7/18/18,57,NA,NA,NA,0,5/21/18
880,LV2 P2 QNA #57,LV2,2,NA,7/27/18,57,NA,NA,NA,NA,5/21/18
881,LV2 P2 QNA #57,LV2,2,NA,8/5/18,57,NA,NA,NA,0,5/21/18
882,LV2 P2 QNA #57,LV2,2,NA,8/27/18,57,NA,NA,NA,0,5/21/18
883,LV2 P2 QNA #58,LV2,2,NA,7/1/18,58,NA,NA,NA,0,5/21/18
460,LV1 P2 QNA #17,LV1,2,NA,7/27/18,17,NA,NA,NA,1.5,6/20/18
478,LV1 P2 QNA #19,LV1,2,NA,7/27/18,19,NA,NA,NA,1.5,6/20/18
676,LV2 P1 QNA #63,LV2,1,NA,7/27/18,63,NA,NA,1,1.5,5/29/18
970,LV3 P1 Q2.5 #2-1,LV3,1,2.5,7/27/18,1-Feb,NA,NA,4,1.5,5/17/18
888,LV2 P2 QNA #58,LV2,2,NA,8/27/18,58,NA,NA,5,0,5/21/18
889,LV2 P2 QNA #59,LV2,2,NA,7/1/18,59,NA,NA,NA,0,5/21/18
890,LV2 P2 QNA #59,LV2,2,NA,7/10/18,59,NA,NA,NA,0,5/21/18
891,LV2 P2 QNA #59,LV2,2,NA,7/18/18,59,NA,NA,NA,0,5/21/18
892,LV2 P2 QNA #59,LV2,2,NA,7/27/18,59,NA,NA,NA,NA,5/21/18
893,LV2 P2 QNA #59,LV2,2,NA,8/5/18,59,NA,NA,NA,0,5/21/18
894,LV2 P2 QNA #59,LV2,2,NA,8/27/18,59,NA,NA,NA,0,5/21/18
895,LV2 P2 QNA #60,LV2,2,NA,7/1/18,60,NA,NA,NA,0,5/21/18
1498,LVTR2 PNA QNA #33,LVTR2,NA,NA,7/27/18,33,NA,NA,15,1.5,6/1/18
897,LV2 P2 QNA #60,LV2,2,NA,7/18/18,60,NA,NA,NA,0,5/21/18
1558,LVTR2 PNA QNA #43,LVTR2,NA,NA,7/27/18,43,NA,NA,16,1.5,6/1/18
899,LV2 P2 QNA #60,LV2,2,NA,8/5/18,60,NA,NA,NA,0,5/21/18
900,LV2 P2 QNA #60,LV2,2,NA,8/27/18,60,NA,NA,NA,0,5/21/18
901,LV2 P2 QNA #61,LV2,2,NA,7/1/18,61,NA,NA,NA,0,5/21/18
1588,LVTR2 PNA QNA #48,LVTR2,NA,NA,7/27/18,48,NA,NA,NA,1.5,6/1/18
903,LV2 P2 QNA #61,LV2,2,NA,7/18/18,61,19,8,4,0,5/21/18
904,LV2 P2 QNA #61,LV2,2,NA,7/27/18,61,NA,NA,3,NA,5/21/18
905,LV2 P2 QNA #61,LV2,2,NA,8/5/18,61,0,0,6,0,5/21/18
906,LV2 P2 QNA #61,LV2,2,NA,8/27/18,61,NA,NA,NA,0,5/21/18
907,LV2 P2 QNA #62,LV2,2,NA,7/1/18,62,NA,NA,NA,0,5/21/18
908,LV2 P2 QNA #62,LV2,2,NA,7/10/18,62,NA,NA,NA,0,5/21/18
909,LV2 P2 QNA #62,LV2,2,NA,7/18/18,62,NA,NA,NA,0,5/21/18
910,LV2 P2 QNA #62,LV2,2,NA,7/27/18,62,NA,NA,NA,NA,5/21/18
911,LV2 P2 QNA #62,LV2,2,NA,8/5/18,62,NA,NA,NA,0,5/21/18
912,LV2 P2 QNA #62,LV2,2,NA,8/27/18,62,NA,NA,NA,0,5/21/18
913,LV2 P2 QNA #63,LV2,2,NA,7/1/18,63,NA,NA,NA,0,5/21/18
377,LV1 P2 QNA #0-9-1,LV1,2,NA,8/5/18,0-9-1,13,6,7,1.5,6/20/18
497,LV1 P2 QNA #20,LV1,2,NA,8/5/18,20,0,0,0,1.5,6/20/18
36,LV1 P1 QNA #19-1,LV1,1,NA,8/27/18,19-1,NA,NA,4,1.5,6/20/18
606,LV2 P1 QNA #51,LV2,1,NA,8/27/18,51,0,0,6,1.5,5/29/18
918,LV2 P2 QNA #63,LV2,2,NA,8/27/18,63,NA,NA,NA,0,5/21/18
919,LV2 P2 QNA #64,LV2,2,NA,7/1/18,64,NA,NA,NA,0,5/21/18
920,LV2 P2 QNA #64,LV2,2,NA,7/10/18,64,NA,NA,NA,0,5/21/18
921,LV2 P2 QNA #64,LV2,2,NA,7/18/18,64,NA,NA,NA,0,5/21/18
922,LV2 P2 QNA #64,LV2,2,NA,7/27/18,64,NA,NA,NA,NA,5/21/18
923,LV2 P2 QNA #64,LV2,2,NA,8/5/18,64,NA,NA,NA,0,5/21/18
924,LV2 P2 QNA #64,LV2,2,NA,8/27/18,64,NA,NA,NA,0,5/21/18
925,LV2 P2 QNA #65,LV2,2,NA,7/1/18,65,NA,NA,NA,0,5/21/18
926,LV2 P2 QNA #65,LV2,2,NA,7/10/18,65,NA,NA,NA,0,5/21/18
927,LV2 P2 QNA #65,LV2,2,NA,7/18/18,65,NA,NA,NA,0,5/21/18
590,LV2 P1 QNA #1-4,LV2,1,NA,7/10/18,4-Jan,NA,NA,NA,2,5/29/18
929,LV2 P2 QNA #65,LV2,2,NA,8/5/18,65,NA,NA,NA,0,5/21/18
930,LV2 P2 QNA #65,LV2,2,NA,8/27/18,65,NA,NA,NA,0,5/21/18
931,LV2 P2 QNA #66,LV2,2,NA,7/1/18,66,NA,NA,NA,0,5/21/18
932,LV2 P2 QNA #66,LV2,2,NA,7/10/18,66,NA,NA,NA,0,5/21/18
933,LV2 P2 QNA #66,LV2,2,NA,7/18/18,66,NA,NA,NA,0,5/21/18
596,LV2 P1 QNA #2-2,LV2,1,NA,7/10/18,2-Feb,6,2,NA,2,5/29/18
935,LV2 P2 QNA #66,LV2,2,NA,8/5/18,66,NA,NA,NA,0,5/21/18
936,LV2 P2 QNA #66,LV2,2,NA,8/27/18,66,NA,NA,NA,0,5/21/18
937,LV2 P2 QNA #67,LV2,2,NA,7/1/18,67,NA,NA,NA,0,5/21/18
938,LV2 P2 QNA #67,LV2,2,NA,7/10/18,67,NA,NA,NA,0,5/21/18
939,LV2 P2 QNA #67,LV2,2,NA,7/18/18,67,NA,NA,NA,0,5/21/18
740,LV2 P1 QNA #74,LV2,1,NA,7/10/18,74,0,0,1,2,5/29/18
941,LV2 P2 QNA #67,LV2,2,NA,8/5/18,67,NA,NA,NA,0,5/21/18
942,LV2 P2 QNA #67,LV2,2,NA,8/27/18,67,NA,NA,NA,0,5/21/18
943,LV2 P2 QNA #68,LV2,2,NA,7/1/18,68,NA,NA,NA,0,5/21/18
944,LV2 P2 QNA #68,LV2,2,NA,7/10/18,68,9,2,NA,0,5/21/18
945,LV2 P2 QNA #68,LV2,2,NA,7/18/18,68,NA,NA,NA,0,5/21/18
946,LV2 P2 QNA #68,LV2,2,NA,7/27/18,68,NA,NA,NA,NA,5/21/18
947,LV2 P2 QNA #68,LV2,2,NA,8/5/18,68,NA,NA,NA,0,5/21/18
948,LV2 P2 QNA #68,LV2,2,NA,8/27/18,68,NA,NA,NA,0,5/21/18
949,LV2 P2 QNA #69,LV2,2,NA,7/1/18,69,NA,NA,NA,0,5/21/18
950,LV2 P2 QNA #69,LV2,2,NA,7/10/18,69,3,4,5,0,5/21/18
951,LV2 P2 QNA #69,LV2,2,NA,7/18/18,69,2,0,6,0,5/21/18
952,LV2 P2 QNA #69,LV2,2,NA,7/27/18,69,NA,NA,3,NA,5/21/18
953,LV2 P2 QNA #69,LV2,2,NA,8/5/18,69,0,0,3,0,5/21/18
954,LV2 P2 QNA #69,LV2,2,NA,8/27/18,69,NA,NA,NA,0,5/21/18
955,LV3 P1 Q0 #1-1,LV3,1,0,7/1/18,1-Jan,3,4,4,0,5/17/18
956,LV3 P1 Q0 #1-1,LV3,1,0,7/10/18,1-Jan,NA,NA,NA,0,5/17/18
758,LV2 P2 QNA #14,LV2,2,NA,7/10/18,14,15,9,0,2,5/21/18
958,LV3 P1 Q0 #1-1,LV3,1,0,7/27/18,1-Jan,NA,NA,NA,NA,5/17/18
959,LV3 P1 Q0 #1-1,LV3,1,0,8/5/18,1-Jan,NA,NA,NA,0,5/17/18
960,LV3 P1 Q0 #1-1,LV3,1,0,8/27/18,1-Jan,NA,NA,NA,0,5/17/18
961,LV3 P1 Q0 #1-4,LV3,1,0,7/1/18,4-Jan,NA,NA,NA,0,5/17/18
764,LV2 P2 QNA #15,LV2,2,NA,7/10/18,15,NA,NA,NA,2,5/21/18
963,LV3 P1 Q0 #1-4,LV3,1,0,7/18/18,4-Jan,NA,NA,NA,0,5/17/18
964,LV3 P1 Q0 #1-4,LV3,1,0,7/27/18,4-Jan,NA,NA,NA,NA,5/17/18
965,LV3 P1 Q0 #1-4,LV3,1,0,8/5/18,4-Jan,NA,NA,NA,0,5/17/18
966,LV3 P1 Q0 #1-4,LV3,1,0,8/27/18,4-Jan,NA,NA,NA,0,5/17/18
967,LV3 P1 Q2.5 #2-1,LV3,1,2.5,7/1/18,1-Feb,34,5,1,0,5/17/18
770,LV2 P2 QNA #16,LV2,2,NA,7/10/18,16,5,1,NA,2,5/21/18
969,LV3 P1 Q2.5 #2-1,LV3,1,2.5,7/18/18,1-Feb,12,4,12,0,5/17/18
854,LV2 P2 QNA #53,LV2,2,NA,7/10/18,53,NA,NA,NA,2,5/21/18
866,LV2 P2 QNA #55,LV2,2,NA,7/10/18,55,12,NA,NA,2,5/21/18
972,LV3 P1 Q2.5 #2-1,LV3,1,2.5,8/27/18,1-Feb,NA,NA,NA,0,5/17/18
973,LV3 P1 Q2.5 #2-3,LV3,1,2.5,7/1/18,3-Feb,17,9,NA,0,5/17/18
884,LV2 P2 QNA #58,LV2,2,NA,7/10/18,58,6,NA,NA,2,5/21/18
975,LV3 P1 Q2.5 #2-3,LV3,1,2.5,7/18/18,3-Feb,17,6,10,0,5/17/18
976,LV3 P1 Q2.5 #2-3,LV3,1,2.5,7/27/18,3-Feb,NA,NA,15,NA,5/17/18
896,LV2 P2 QNA #60,LV2,2,NA,7/10/18,60,NA,NA,NA,2,5/21/18
978,LV3 P1 Q2.5 #2-3,LV3,1,2.5,8/27/18,3-Feb,NA,NA,NA,0,5/17/18
902,LV2 P2 QNA #61,LV2,2,NA,7/10/18,61,25,NA,NA,2,5/21/18
980,LV3 P1 Q3 #2-4,LV3,1,3,7/10/18,4-Feb,13,6,5,0,5/17/18
981,LV3 P1 Q3 #2-4,LV3,1,3,7/18/18,4-Feb,1,0,6,0,5/17/18
982,LV3 P1 Q3 #2-4,LV3,1,3,7/27/18,4-Feb,NA,NA,6,NA,5/17/18
983,LV3 P1 Q3 #2-4,LV3,1,3,8/5/18,4-Feb,4,0,6,0,5/17/18
984,LV3 P1 Q3 #2-4,LV3,1,3,8/27/18,4-Feb,NA,NA,NA,0,5/17/18
985,LV3 P1 Q3 #2-7,LV3,1,3,7/1/18,7-Feb,28,15,3,0,5/17/18
986,LV3 P1 Q3 #2-7,LV3,1,3,7/10/18,7-Feb,15,3,4,0,5/17/18
987,LV3 P1 Q3 #2-7,LV3,1,3,7/18/18,7-Feb,19,4,8,0,5/17/18
988,LV3 P1 Q3 #2-7,LV3,1,3,7/27/18,7-Feb,NA,NA,8,NA,5/17/18
989,LV3 P1 Q3 #2-7,LV3,1,3,8/5/18,7-Feb,0,0,8,0,5/17/18
990,LV3 P1 Q3 #2-7,LV3,1,3,8/27/18,7-Feb,NA,NA,NA,0,5/17/18
991,LV3 P1 Q4 #3-1,LV3,1,4,7/1/18,1-Mar,17,8,7,0,5/17/18
992,LV3 P1 Q4 #3-1,LV3,1,4,7/10/18,1-Mar,8,6,13,0,5/17/18
993,LV3 P1 Q4 #3-1,LV3,1,4,7/18/18,1-Mar,4,0,14,0,5/17/18
994,LV3 P1 Q4 #3-1,LV3,1,4,7/27/18,1-Mar,2,2,14,NA,5/17/18
914,LV2 P2 QNA #63,LV2,2,NA,7/10/18,63,NA,NA,NA,2,5/21/18
996,LV3 P1 Q4 #3-1,LV3,1,4,8/27/18,1-Mar,NA,NA,NA,0,5/17/18
997,LV3 P1 QNA #100,LV3,1,NA,7/1/18,100,NA,NA,NA,0,5/17/18
998,LV3 P1 QNA #100,LV3,1,NA,7/10/18,100,0,0,5,0,5/17/18
968,LV3 P1 Q2.5 #2-1,LV3,1,2.5,7/10/18,1-Feb,26,14,4,2,5/17/18
1000,LV3 P1 QNA #100,LV3,1,NA,7/27/18,100,NA,NA,2,NA,5/17/18
1001,LV3 P1 QNA #100,LV3,1,NA,8/5/18,100,0,0,2,0,5/17/18
1002,LV3 P1 QNA #100,LV3,1,NA,8/27/18,100,NA,NA,NA,0,5/17/18
1003,LV3 P1 QNA #76,LV3,1,NA,7/1/18,76,NA,NA,NA,0,5/17/18
974,LV3 P1 Q2.5 #2-3,LV3,1,2.5,7/10/18,3-Feb,25,8,3,2,5/17/18
1005,LV3 P1 QNA #76,LV3,1,NA,7/18/18,76,NA,NA,NA,0,5/17/18
1006,LV3 P1 QNA #76,LV3,1,NA,7/27/18,76,NA,NA,NA,NA,5/17/18
1007,LV3 P1 QNA #76,LV3,1,NA,8/5/18,76,NA,NA,NA,0,5/17/18
1008,LV3 P1 QNA #76,LV3,1,NA,8/27/18,76,NA,NA,NA,0,5/17/18
1009,LV3 P1 QNA #77,LV3,1,NA,7/1/18,77,NA,NA,NA,0,5/17/18
1010,LV3 P1 QNA #77,LV3,1,NA,7/10/18,77,13,13,3,0,5/17/18
1011,LV3 P1 QNA #77,LV3,1,NA,7/18/18,77,NA,NA,NA,0,5/17/18
1012,LV3 P1 QNA #77,LV3,1,NA,7/27/18,77,12,2,5,NA,5/17/18
1004,LV3 P1 QNA #76,LV3,1,NA,7/10/18,76,21,8,16,2,5/17/18
1014,LV3 P1 QNA #77,LV3,1,NA,8/27/18,77,NA,NA,NA,0,5/17/18
1015,LV3 P1 QNA #78,LV3,1,NA,7/1/18,78,NA,NA,NA,0,5/17/18
1016,LV3 P1 QNA #78,LV3,1,NA,7/10/18,78,NA,NA,NA,2,5/17/18
1017,LV3 P1 QNA #78,LV3,1,NA,7/18/18,78,9,3,16,0,5/17/18
1018,LV3 P1 QNA #78,LV3,1,NA,7/27/18,78,NA,NA,NA,NA,5/17/18
1130,LV3 P1 QNA #97,LV3,1,NA,7/10/18,97,NA,NA,NA,2,5/17/18
1020,LV3 P1 QNA #78,LV3,1,NA,8/27/18,78,NA,NA,NA,0,5/17/18
1021,LV3 P1 QNA #79,LV3,1,NA,7/1/18,79,NA,NA,NA,0,5/17/18
1022,LV3 P1 QNA #79,LV3,1,NA,7/10/18,79,NA,NA,NA,0,5/17/18
1238,LV3 P1.5 QNA #66,LV3,1.5,NA,7/10/18,66,7,8,7,2,5/3/18
1024,LV3 P1 QNA #79,LV3,1,NA,7/27/18,79,NA,NA,NA,NA,5/17/18
1025,LV3 P1 QNA #79,LV3,1,NA,8/5/18,79,NA,NA,NA,0,5/17/18
1026,LV3 P1 QNA #79,LV3,1,NA,8/27/18,79,NA,NA,NA,0,5/17/18
1027,LV3 P1 QNA #80,LV3,1,NA,7/1/18,80,NA,NA,NA,0,5/17/18
1250,LV3 P1.5 QNA #68,LV3,1.5,NA,7/10/18,68,10,3,4,2,5/3/18
1364,LVTR1 PNA QNA #36,LVTR1,NA,NA,7/10/18,36,NA,NA,NA,2,6/1/18
1030,LV3 P1 QNA #80,LV3,1,NA,7/27/18,80,NA,NA,NA,NA,5/17/18
1031,LV3 P1 QNA #80,LV3,1,NA,8/5/18,80,NA,NA,NA,0,5/17/18
1032,LV3 P1 QNA #80,LV3,1,NA,8/27/18,80,NA,NA,NA,0,5/17/18
1033,LV3 P1 QNA #81,LV3,1,NA,7/1/18,81,NA,NA,NA,0,5/17/18
1034,LV3 P1 QNA #81,LV3,1,NA,7/10/18,81,NA,NA,NA,0,5/17/18
1035,LV3 P1 QNA #81,LV3,1,NA,7/18/18,81,NA,NA,NA,0,5/17/18
1036,LV3 P1 QNA #81,LV3,1,NA,7/27/18,81,NA,NA,NA,NA,5/17/18
1037,LV3 P1 QNA #81,LV3,1,NA,8/5/18,81,NA,NA,NA,0,5/17/18
1038,LV3 P1 QNA #81,LV3,1,NA,8/27/18,81,NA,NA,NA,0,5/17/18
1039,LV3 P1 QNA #82,LV3,1,NA,7/1/18,82,NA,NA,NA,0,5/17/18
1040,LV3 P1 QNA #82,LV3,1,NA,7/10/18,82,NA,NA,NA,0,5/17/18
1041,LV3 P1 QNA #82,LV3,1,NA,7/18/18,82,NA,NA,NA,0,5/17/18
1042,LV3 P1 QNA #82,LV3,1,NA,7/27/18,82,NA,NA,NA,NA,5/17/18
1043,LV3 P1 QNA #82,LV3,1,NA,8/5/18,82,NA,NA,NA,0,5/17/18
1388,LVTR1 PNA QNA #40,LVTR1,NA,NA,7/10/18,40,0,0,0,2,6/1/18
1045,LV3 P1 QNA #83,LV3,1,NA,7/1/18,83,NA,NA,NA,0,5/17/18
1046,LV3 P1 QNA #83,LV3,1,NA,7/10/18,83,0,0,4,0,5/17/18
1047,LV3 P1 QNA #83,LV3,1,NA,7/18/18,83,0,0,4,0,5/17/18
1048,LV3 P1 QNA #83,LV3,1,NA,7/27/18,83,NA,NA,4,NA,5/17/18
1049,LV3 P1 QNA #83,LV3,1,NA,8/5/18,83,0,0,4,0,5/17/18
1050,LV3 P1 QNA #83,LV3,1,NA,8/27/18,83,NA,NA,NA,0,5/17/18
1051,LV3 P1 QNA #84,LV3,1,NA,7/1/18,84,NA,NA,NA,0,5/17/18
1052,LV3 P1 QNA #84,LV3,1,NA,7/10/18,84,6,3,2,0,5/17/18
1053,LV3 P1 QNA #84,LV3,1,NA,7/18/18,84,0,0,2,0,5/17/18
1054,LV3 P1 QNA #84,LV3,1,NA,7/27/18,84,NA,NA,2,NA,5/17/18
1055,LV3 P1 QNA #84,LV3,1,NA,8/5/18,84,0,0,2,0,5/17/18
1056,LV3 P1 QNA #84,LV3,1,NA,8/27/18,84,NA,NA,NA,0,5/17/18
1057,LV3 P1 QNA #85,LV3,1,NA,7/1/18,85,NA,NA,NA,0,5/17/18
1058,LV3 P1 QNA #85,LV3,1,NA,7/10/18,85,NA,NA,NA,0,5/17/18
1059,LV3 P1 QNA #85,LV3,1,NA,7/18/18,85,NA,NA,NA,0,5/17/18
1060,LV3 P1 QNA #85,LV3,1,NA,7/27/18,85,NA,NA,NA,NA,5/17/18
1061,LV3 P1 QNA #85,LV3,1,NA,8/5/18,85,NA,NA,NA,0,5/17/18
1062,LV3 P1 QNA #85,LV3,1,NA,8/27/18,85,NA,NA,NA,0,5/17/18
1063,LV3 P1 QNA #86,LV3,1,NA,7/1/18,86,NA,NA,NA,0,5/17/18
1442,LVTR1 PNA QNA #49,LVTR1,NA,NA,7/10/18,49,NA,3,1,2,6/1/18
1460,LVTR2 PNA QNA #27,LVTR2,NA,NA,7/10/18,27,NA,0,0,2,6/1/18
1466,LVTR2 PNA QNA #28,LVTR2,NA,NA,7/10/18,28,15,6,24,2,6/1/18
1496,LVTR2 PNA QNA #33,LVTR2,NA,NA,7/10/18,33,15,11,8,2,6/1/18
1502,LVTR2 PNA QNA #34,LVTR2,NA,NA,7/10/18,34,38,23,17,2,6/1/18
1069,LV3 P1 QNA #87,LV3,1,NA,7/1/18,87,NA,NA,NA,0,5/17/18
1070,LV3 P1 QNA #87,LV3,1,NA,7/10/18,87,4,1,4,0,5/17/18
1071,LV3 P1 QNA #87,LV3,1,NA,7/18/18,87,3,0,4,0,5/17/18
1072,LV3 P1 QNA #87,LV3,1,NA,7/27/18,87,NA,NA,4,NA,5/17/18
1073,LV3 P1 QNA #87,LV3,1,NA,8/5/18,87,0,0,4,0,5/17/18
1074,LV3 P1 QNA #87,LV3,1,NA,8/27/18,87,NA,NA,NA,0,5/17/18
1075,LV3 P1 QNA #88,LV3,1,NA,7/1/18,88,NA,NA,NA,0,5/17/18
1076,LV3 P1 QNA #88,LV3,1,NA,7/10/18,88,11,6,15,0,5/17/18
1508,LVTR2 PNA QNA #35,LVTR2,NA,NA,7/10/18,35,21,28,13,2,6/1/18
1078,LV3 P1 QNA #88,LV3,1,NA,7/27/18,88,NA,NA,16,NA,5/17/18
1514,LVTR2 PNA QNA #36,LVTR2,NA,NA,7/10/18,36,40,26,4,2,6/1/18
1080,LV3 P1 QNA #88,LV3,1,NA,8/27/18,88,NA,NA,NA,0,5/17/18
1081,LV3 P1 QNA #89,LV3,1,NA,7/1/18,89,NA,NA,NA,0,5/17/18
1082,LV3 P1 QNA #89,LV3,1,NA,7/10/18,89,3,3,3,0,5/17/18
1083,LV3 P1 QNA #89,LV3,1,NA,7/18/18,89,2,0,3,0,5/17/18
1084,LV3 P1 QNA #89,LV3,1,NA,7/27/18,89,NA,NA,3,NA,5/17/18
