site,plot,quad,ind,uniqueID,itero.per,emerg.date,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018
LV2,1,NA,51,LV2 P1 QNA #51,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,5.5,3,NA,7,1,0,NA,NA,0,NA,8/5/18,P,3.87,8.6,3,NA,5,0,7,6.6,1 VB,0,NA,8/27/18,P,8.5,3,NA,0,0,6,NA,"herb 1b, 3a (but 3a may be from rocks/wear & tear)",1.5,"bizarre phenology; half SX, but many P or some F! lots of herb, all 3 kinds and more intense when close to pika nest area"
LV2,1,NA,52,LV2 P1 QNA #52,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.3,1,2.1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.88,5.4,1,2,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4.2,1,2.2,NA,NA,NA,NA,herb 1a,1,NA
LV2,1,NA,53,LV2 P1 QNA #53,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,8,1,NA,5,2,4,NA,NA,0,NA,8/5/18,P,2.04,8.6,1,NA,0,0,8,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,54,LV2 P1 QNA #54,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,15.8,4,NA,4,2,10,NA,NA,0,NA,8/5/18,F,3.82,18,4,NA,3,2,15,7.5,NA,0,NA,8/27/18,S,18,4,NA,NA,NA,NA,NA,only 3 pods still fleshy; rest dehisced,0,NA
LV2,1,NA,55,LV2 P1 QNA #55,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.8,1,1.1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.9,2.4,1,1.6,NA,NA,NA,NA,herb 1a,1,NA,8/27/18,V,2.2,1,1.7,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,56,LV2 P1 QNA #56,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.6,1,NA,7,2,6,NA,NA,0,NA,8/5/18,P,1.97,9.2,1,NA,0,0,10,4.2,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,57,LV2 P1 QNA #57,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,4.1,1,1.4,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.88,5.3,1,1.6,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4.5,1,1.5,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,58,LV2 P1 QNA #58,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.6,1,1.2,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.21,3.7,2,1.6,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.1,1,1.4,NA,NA,NA,NA,herb 1c,1,NA
LV2,1,NA,59,LV2 P1 QNA #59,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,no #59?,0,NA,8/5/18,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,0,NA
LV2,1,NA,60,LV2 P1 QNA #60,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,dried up in B stage --> removed tag,0,NA,8/5/18,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,MISSING,0,NA
LV2,1,NA,61,LV2 P1 QNA #61,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,11.5,1,NA,3,1,4,NA,NA,0,NA,8/5/18,P,1.68,14,1,NA,0,0,3,7.3,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,62,LV2 P1 QNA #62,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,6,2,NA,4,2,3,NA,1 VB,0,NA,8/5/18,P,1.52,8.5,1,NA,0,0,4,5.8,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,herb 2b (1),2,NA
LV2,1,NA,63,LV2 P1 QNA #63,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,B,NA,7.2,3,NA,4,NA,NA,NA,2 VB,0,NA,8/5/18,F,1.63,9.7,3,NA,2,1,1,3.1,2 VB,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,herb 2b (3) tiny veg growth at base of branch,2,NA
LV2,1,NA,64,LV2 P1 QNA #64,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,14.7,1,NA,4,4,7,NA,NA,0,NA,8/5/18,P,2.28,15.5,2,NA,0,0,6,6,1 VB,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,65,LV2 P1 QNA #65,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,25,6,NA,12,11,35,NA,NA,0,NA,8/5/18,P,6.26,25.5,2,NA,0,0,41,7.2,6 total branches,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,66,LV2 P1 QNA #66,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.8,1,1.6,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.06,2.5,1,1.5,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4,1,1.5,NA,NA,NA,NA,herb 1a,1,NA
LV2,1,NA,67,LV2 P1 QNA #67,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,14.6,1,NA,3,2,7,NA,NA,0,NA,8/5/18,P,2.14,15.3,1,NA,0,0,7,7.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,68,LV2 P1 QNA #68,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,16.3,1,NA,3,0,10,NA,NA,0,NA,8/5/18,S,2.1,16,1,NA,0,0,8,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,69,LV2 P1 QNA #69,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,17.6,2,NA,4,1,7,NA,NA,0,NA,8/5/18,P,2.4,18.5,1,NA,0,0,7,5.7,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,70,LV2 P1 QNA #70,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,14.5,1,NA,4,3,9,NA,NA,0,NA,8/5/18,P,1.76,13.5,1,NA,0,0,8,6.3,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,71,LV2 P1 QNA #71,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,11.3,1,NA,0,0,5,NA,AM chopped (2b),2,NA,8/5/18,P,2.7,11.7,1,NA,0,0,5,7.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,72,LV2 P1 QNA #72,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,10.4,1,NA,0,0,9,NA,NA,0,NA,8/5/18,P,2.46,11.8,1,NA,0,0,8,6.8,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,73,LV2 P1 QNA #73,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,13.3,1,NA,6,0,7,NA,NA,0,NA,8/5/18,P,1.47,14,1,NA,0,0,4,5.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,74,LV2 P1 QNA #74,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,11,1,NA,0,0,1,NA,AM chopped (2b),2,NA,8/5/18,P,2.69,12.3,1,NA,0,0,1,6.3,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,75,LV2 P1 QNA #75,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,19.5,1,NA,3,0,6,NA,NA,0,NA,8/5/18,P,2.38,19.1,1,NA,0,0,6,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,1,LV2 P2 QNA #1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,10,LV2 P2 QNA #10,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,11,LV2 P2 QNA #11,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,12,LV2 P2 QNA #12,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,13,LV2 P2 QNA #13,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,14,LV2 P2 QNA #14,Y,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,18.2,5,NA,5,2,14,NA,NA,0,NA,8/5/18,P,2.53,17.6,6,NA,0,0,10,7,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,15,LV2 P2 QNA #15,Y?,2017,6/30/18,F,NA,15.2,4,NA,15,12,NA,4,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,dried up,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,16,LV2 P2 QNA #16,Y,2017,6/30/18,F,NA,12.4,5,NA,10,7,NA,NA,0,NA,NA,NA,7/18/18,F,NA,11.2,7,NA,21,4,1,NA,AM chopped (2b),2,NA,8/5/18,P,2.52,10,4,NA,0,0,10,4.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,17,LV2 P2 QNA #17,Y?,2017,6/30/18,F,NA,8,3,NA,9,4,NA,NA,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,17-1,LV2 P2 QNA #17-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,18,LV2 P2 QNA #18,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,19,LV2 P2 QNA #19,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,2,LV2 P2 QNA #2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,20,LV2 P2 QNA #20,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,21,LV2 P2 QNA #21,Y,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.5,2,0.4,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.55,4,2,0.4,NA,NA,NA,NA,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,22,LV2 P2 QNA #22,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,23,LV2 P2 QNA #23,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,23-1,LV2 P2 QNA #23-1,Y,2017,6/30/18,F,NA,5.8,3,NA,13,1,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.2,2,NA,3,3,6,NA,NA,0,NA,8/5/18,2.18,7.5,1,NA,NA,0,0,7,5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,24,LV2 P2 QNA #24,Y,2017,6/30/18,B,NA,2.6,2,NA,7,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.3,5,NA,14,5,4,NA,NA,0,NA,8/5/18,V,2.43,4.6,4,0.5,NA,NA,NA,NA,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,25,LV2 P2 QNA #25,Y?,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,dried up,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,26,LV2 P2 QNA #26,Y,2017,6/30/18,F,NA,7,4,NA,25,5,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,26-1,LV2 P2 QNA #26-1,Y,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.2,5,NA,8,2,11,NA,branch fell off,0,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,27,LV2 P2 QNA #27,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,28,LV2 P2 QNA #28,??,2017,6/30/18,V,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,29,LV2 P2 QNA #29,Y,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,Very Small Veg. Growth on Stem,NA,NA,7/18/18,V,NA,1,2,0.4,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,3,LV2 P2 QNA #3,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,30,LV2 P2 QNA #30,N,2017,6/30/18,F,NA,8.4,2,NA,7,4,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,4,LV2 P2 QNA #4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,5,LV2 P2 QNA #5,Y,2017,6/30/18,F,NA,11.5,4,NA,9,6,NA,NA,0,1VB,NA,NA,7/18/18,P,NA,13.8,4,NA,3,0,9,NA,NA,0,NA,8/5/18,P,3.01,14,4,NA,0,0,4,7,1 VB,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,51,LV2 P2 QNA #51,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,52,LV2 P2 QNA #52,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.1,1,0.8,NA,NA,NA,NA,NA,0,NA,8/5/18,V,0.87,2.2,1,0.6,NA,NA,NA,NA,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,53,LV2 P2 QNA #53,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,4.4,2,0.3,NA,NA,NA,NA,NA,0,NA,8/5/18,B,1.41,5.5,2,NA,2,0,0,NA,herb 2b (2),2,NA,8/27/18,P/V,6.2,3,0.5,NA,NA,NA,NA,herb 2b (2),2,NA
LV2,2,NA,54,LV2 P2 QNA #54,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,5.4,1,3.1,NA,NA,NA,NA,NA,0,NA,8/5/18,P,3.47,10,7,NA,0,0,14,4,"2 VB, herb 2a (1)",2,NA,8/27/18,V,7,1,2.4,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,55,LV2 P2 QNA #55,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,7.6,6,NA,15,5,0,NA,"1 VB, AM chopped (2b)",2,NA,8/5/18,V,2.19,6.4,1,3.1,NA,NA,NA,NA,NA,0,NA,8/27/18,SX/V,NA,NA,NA,NA,NA,NA,NA,veg parts dried out,0,NA
LV2,2,NA,56,LV2 P2 QNA #56,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2,1,1.4,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.11,3.2,1,1.4,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4,1,1.6,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,57,LV2 P2 QNA #57,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.3,1,1.6,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.95,2.4,1,1.6,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.5,1,1.5,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,58,LV2 P2 QNA #58,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,B,NA,5.7,4,NA,12,NA,NA,NA,AM chopped (2b),2,NA,8/5/18,F,2.66,8,4,NA,7,2,2,0.7,"herb 2b (1), 1 VB",2,NA,8/27/18,P,8,4,NA,NA,NA,5,NA,NA,0,NA
LV2,2,NA,59,LV2 P2 QNA #59,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.7,1,1.8,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.16,4,1,1.8,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4.5,1,1.6,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,6,LV2 P2 QNA #6,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,60,LV2 P2 QNA #60,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.5,2,1.9,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.75,3.3,3,1.9,NA,NA,NA,NA,NA,0,NA,8/27/18,V,4.5,3,2,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,61,LV2 P2 QNA #61,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12,4,NA,19,8,4,NA,NA,0,NA,8/5/18,P,2.34,10,3,NA,0,0,6,4.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,8 secondary branches,0,NA
LV2,2,NA,62,LV2 P2 QNA #62,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.6,1,0.3,NA,NA,NA,NA,NA,0,NA,8/5/18,V,0.34,1.8,1,0.4,NA,NA,NA,NA,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,2,NA,63,LV2 P2 QNA #63,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.8,4,1.5,NA,NA,NA,NA,AM chopped (2b),2,NA,8/5/18,V,2.92,3.7,8,2,NA,NA,NA,NA,herb 2b (2),2,NA,8/27/18,V,5.5,8,1.7,NA,NA,NA,NA,NA,0,NA
