"","uniqueID","site","plot","quad","ind","year","elevation","date","jday","meltdate","jmeltdate","branchdamage","buds","canopywidth","flrs","fruits","height","herb","longestfruit","longestleaf","phen","stemdiam","totalbranch","herb1","herb2","anyherb","buds1"
"9094","LV1 P1 QNA #20-3","LV1","1","NA","20-3",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9095","LV1 P1 QNA #23-1","LV1","1","NA","23-1",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9096","LV1 P1 QNA #24-1","LV1","1","NA","24-1",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9097","LV1 P1 QNA #24-2","LV1","1","NA","24-2",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9098","LV1 P1 QNA #24-3","LV1","1","NA","24-3",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9099","LV1 P1 QNA #24-4","LV1","1","NA","24-4",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9100","LV1 P1 QNA #24-5","LV1","1","NA","24-5",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9101","LV1 P1 QNA #31","LV1","1","NA","31",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9102","LV1 P1 QNA #35","LV1","1","NA","35",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9103","LV1 P1 QNA #36","LV1","1","NA","36",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9104","LV1 P1 QNA #37","LV1","1","NA","37",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9105","LV1 P1 QNA #37-1","LV1","1","NA","37-1",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9106","LV1 P1 QNA #38-1","LV1","1","NA","38-1",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9107","LV1 P1 QNA #41","LV1","1","NA","41",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9108","LV1 P1 QNA #42","LV1","1","NA","42",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9109","LV1 P1 QNA #43-3","LV1","1","NA","43-3",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9110","LV1 P1 QNA #45","LV1","1","NA","45",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9111","LV1 P1 QNA #46","LV1","1","NA","46",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9112","LV1 P1 QNA #48","LV1","1","NA","48",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9113","LV1 P1 QNA #50","LV1","1","NA","50",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9114","LV1 P1 QNA #51","LV1","1","NA","51",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9115","LV1 P1 QNA #52","LV1","1","NA","52",2019,2593,2019-08-28,240,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9116","LV1 P2 QNA #0-2","LV1","2","NA","0-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9117","LV1 P2 QNA #0-2-1","LV1","2","NA","0-2-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9118","LV1 P2 QNA #0-2-2","LV1","2","NA","0-2-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9119","LV1 P2 QNA #0-3","LV1","2","NA","0-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9120","LV1 P2 QNA #0-6","LV1","2","NA","0-6",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9121","LV1 P2 QNA #0-7","LV1","2","NA","0-7",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9122","LV1 P2 QNA #0-8","LV1","2","NA","0-8",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9123","LV1 P2 QNA #0-10","LV1","2","NA","0-10",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9124","LV1 P2 QNA #0-12","LV1","2","NA","0-12",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOST",NA,NA,0,0,0,NA
"9125","LV1 P2 QNA #1","LV1","2","NA","1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9126","LV1 P2 QNA #2","LV1","2","NA","2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9127","LV1 P2 QNA #2-1","LV1","2","NA","2-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9128","LV1 P2 QNA #2-2","LV1","2","NA","2-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9129","LV1 P2 QNA #2-3","LV1","2","NA","2-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9130","LV1 P2 QNA #4","LV1","2","NA","4",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9131","LV1 P2 QNA #5","LV1","2","NA","5",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9132","LV1 P2 QNA #6-1","LV1","2","NA","6-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9133","LV1 P2 QNA #6-2","LV1","2","NA","6-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9134","LV1 P2 QNA #6-3","LV1","2","NA","6-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9135","LV1 P2 QNA #6-4","LV1","2","NA","6-4",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9136","LV1 P2 QNA #6-5","LV1","2","NA","6-5",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9137","LV1 P2 QNA #7","LV1","2","NA","7",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9138","LV1 P2 QNA #7-1","LV1","2","NA","7-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9139","LV1 P2 QNA #7-2","LV1","2","NA","7-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9140","LV1 P2 QNA #9-1","LV1","2","NA","9-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9141","LV1 P2 QNA #9-1-1","LV1","2","NA","9-1-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9142","LV1 P2 QNA #9-2","LV1","2","NA","9-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9143","LV1 P2 QNA #9-3","LV1","2","NA","9-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9144","LV1 P2 QNA #9-5","LV1","2","NA","9-5",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9145","LV1 P2 QNA #9-6","LV1","2","NA","9-6",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9146","LV1 P2 QNA #10-1","LV1","2","NA","10-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9147","LV1 P2 QNA #10-2","LV1","2","NA","10-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9148","LV1 P2 QNA #10-3","LV1","2","NA","10-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9149","LV1 P2 QNA #10-4","LV1","2","NA","10-4",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9150","LV1 P2 QNA #10-5","LV1","2","NA","10-5",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9151","LV1 P2 QNA #10-6","LV1","2","NA","10-6",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9152","LV1 P2 QNA #11","LV1","2","NA","11",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9153","LV1 P2 QNA #12","LV1","2","NA","12",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9154","LV1 P2 QNA #12-1","LV1","2","NA","12-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9155","LV1 P2 QNA #12-2","LV1","2","NA","12-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9156","LV1 P2 QNA #12-4","LV1","2","NA","12-4",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9157","LV1 P2 QNA #15-1","LV1","2","NA","15-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V/D",NA,NA,0,0,0,NA
"9158","LV1 P2 QNA #15-2","LV1","2","NA","15-2",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9159","LV1 P2 QNA #17","LV1","2","NA","17",2019,2593,2019-08-28,240,2019-08-11,223,"0",13,NA,4,0,NA,"0",NA,NA,"F",NA,4,0,0,0,NA
"9160","LV1 P2 QNA #18","LV1","2","NA","18",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9161","LV1 P2 QNA #18-1","LV1","2","NA","18-1",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9162","LV1 P2 QNA #18-3","LV1","2","NA","18-3",2019,2593,2019-08-28,240,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9163","LV1 P2 QNA #19","LV1","2","NA","19",2019,2593,2019-08-28,240,2019-08-11,223,"0",2,NA,3,0,NA,"0",NA,NA,"F",NA,4,0,0,0,NA
"9164","LV2 P1 QNA #1","LV2","1","NA","1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9165","LV2 P1 QNA #1-1","LV2","1","NA","1-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9166","LV2 P1 QNA #1-2","LV2","1","NA","1-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9167","LV2 P1 QNA #1-3","LV2","1","NA","1-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9168","LV2 P1 QNA #1-5","LV2","1","NA","1-5",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9169","LV2 P1 QNA #1-5-1","LV2","1","NA","1-5-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9170","LV2 P1 QNA #1-5-2","LV2","1","NA","1-5-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9171","LV2 P1 QNA #1-5-3","LV2","1","NA","1-5-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9172","LV2 P1 QNA #1-6","LV2","1","NA","1-6",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9173","LV2 P1 QNA #1-6-1","LV2","1","NA","1-6-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9174","LV2 P1 QNA #1-6-2","LV2","1","NA","1-6-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9175","LV2 P1 QNA #1-7","LV2","1","NA","1-7",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9176","LV2 P1 QNA #1-9","LV2","1","NA","1-9",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9177","LV2 P1 QNA #1-9-1","LV2","1","NA","1-9-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9178","LV2 P1 QNA #1-10","LV2","1","NA","1-10",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9179","LV2 P1 QNA #1-11","LV2","1","NA","1-11",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9180","LV2 P1 QNA #1-12","LV2","1","NA","1-12",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9181","LV2 P1 QNA #1-13","LV2","1","NA","1-13",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9182","LV2 P1 QNA #1-14","LV2","1","NA","1-14",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9183","LV2 P1 QNA #1-15","LV2","1","NA","1-15",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9184","LV2 P1 QNA #2","LV2","1","NA","2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9185","LV2 P1 QNA #2-1","LV2","1","NA","2-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9186","LV2 P1 QNA #2-1-1","LV2","1","NA","2-1-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9187","LV2 P1 QNA #2-1-2","LV2","1","NA","2-1-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9188","LV2 P1 QNA #2-2","LV2","1","NA","2-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9189","LV2 P1 QNA #3","LV2","1","NA","3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9190","LV2 P1 QNA #3-1","LV2","1","NA","3-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9191","LV2 P1 QNA #3-2","LV2","1","NA","3-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9192","LV2 P1 QNA #3-3","LV2","1","NA","3-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9193","LV2 P1 QNA #4","LV2","1","NA","4",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9194","LV2 P1 QNA #4-1","LV2","1","NA","4-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9195","LV2 P1 QNA #4-2","LV2","1","NA","4-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9196","LV2 P1 QNA #4-3","LV2","1","NA","4-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9197","LV2 P1 QNA #4-4","LV2","1","NA","4-4",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9198","LV2 P1 QNA #4-5","LV2","1","NA","4-5",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9199","LV2 P1 QNA #4-6","LV2","1","NA","4-6",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9200","LV2 P1 QNA #4-7","LV2","1","NA","4-7",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9201","LV2 P1 QNA #4-8","LV2","1","NA","4-8",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9202","LV2 P1 QNA #8","LV2","1","NA","8",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9203","LV2 P1 QNA #8-1","LV2","1","NA","8-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9204","LV2 P1 QNA #8-2","LV2","1","NA","8-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9205","LV2 P1 QNA #8-3","LV2","1","NA","8-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9206","LV2 P1 QNA #8-4","LV2","1","NA","8-4",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9207","LV2 P1 QNA #9-1","LV2","1","NA","9-1",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9208","LV2 P1 QNA #9-2","LV2","1","NA","9-2",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9209","LV2 P1 QNA #9-3","LV2","1","NA","9-3",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9210","LV2 P1 QNA #9-4","LV2","1","NA","9-4",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9211","LV2 P1 QNA #10","LV2","1","NA","10",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9212","LV2 P1 QNA #11","LV2","1","NA","11",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9213","LV2 P1 QNA #12","LV2","1","NA","12",2019,2500,2019-08-28,240,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9214","LV2 P2 QNA #1","LV2","2","NA","1",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9215","LV2 P2 QNA #2","LV2","2","NA","2",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9216","LV2 P2 QNA #3","LV2","2","NA","3",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9217","LV2 P2 QNA #4","LV2","2","NA","4",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9218","LV2 P2 QNA #6","LV2","2","NA","6",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9219","LV2 P2 QNA #7","LV2","2","NA","7",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9220","LV2 P2 QNA #8","LV2","2","NA","8",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9221","LV2 P2 QNA #9","LV2","2","NA","9",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9222","LV2 P2 QNA #10","LV2","2","NA","10",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9223","LV2 P2 QNA #11","LV2","2","NA","11",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9224","LV2 P2 QNA #12","LV2","2","NA","12",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9225","LV2 P2 QNA #13","LV2","2","NA","13",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9226","LV2 P2 QNA #15","LV2","2","NA","15",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9227","LV2 P2 QNA #17","LV2","2","NA","17",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9228","LV2 P2 QNA #17-1","LV2","2","NA","17-1",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9229","LV2 P2 QNA #18","LV2","2","NA","18",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9230","LV2 P2 QNA #19","LV2","2","NA","19",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"9231","LV2 P2 QNA #20","LV2","2","NA","20",2019,2500,2019-08-28,240,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
