,site,plot,quad,ind,uniqueID.19,itero.per.19,emerg.date.19,date_25.07.2019,phen_25.07.2019,stem.diam_25.07.2019,height_25.07.2019,total.branch_25.07.2019,longest.leaf,buds_25.07.2019,flrs_25.07.2019,fruits_25.07.2019,longest.fruit_25.07.2019,herb_25.07.2019,branch.damage_25.07.2019,notes_25.07.2019,protocol.notes_25.07.2019,,date_02.08.2019,phen_02.08.2019,stem.diam_02.08.2019,height_02.08.2019,total.branch_02.08.2019,longest.leaf_02.08.2019,buds_02.08.2019,flrs_02.08.2019,fruits_02.08.2019,longest.fruit_02.08.2019,herb_02.08.2019,branch.damage_02.08.2019,notes_02.08.2019,protocol.notes_02.08.2019,,date_08.08.2019,phen_08.08.2019,stem.diam_08.08.2019,height_08.08.2019,total.branch_08.08.2019,longest.leaf_08.08.2019,buds_08.08.2019,flrs_08.08.2019,fruits_08.08.2019,longest.fruit_08.08.2019,herb_08.08.2019,branch.damage_08.08.2019,notes_08.08.2019,protocol.notes_08.08.2019,date_18.08.2019,phen_18.08.2019,stem.diam_18.08.2019,height_18.08.2019,total.branch_18.08.2019,longest.leaf_18.08.2019,buds_18.08.2019,flrs_18.08.2019,fruits_18.08.2019,longest.fruit_18.08.2019,herb_18.08.2019,branch.damage_18.08.2019,notes_18.08.2019,protocol.notes_18.08.2019,date_28.08.2019,phen_28.08.2019,stem.diam_28.08.2019,height_28.08.2019,total.branch_28.08.2019,longest.leaf_28.08.2019,buds_28.08.2019,flrs_28.08.2019,fruits_28.08.2019,longest.fruit_28.08.2019,herb_28.08.2019,branch.damage_28.08.2019,notes_28.08.2019,protocol.notes_28.08.2019,date_07.09.2019,phen_07.09.2019,stem.diam_07.09.2019,height_07.09.2019,total.branch_07.09.2019,longest.leaf_07.09.2019,buds_07.09.2019,flrs_07.09.2019,fruits_07.09.2019,longest.fruit_07.09.2019,herb_07.09.2019,branch.damage_07.09.2019,notes_07.09.2019,protocol.notes_07.09.2019,date_18.09.2019,phen_18.09.2019,stem.diam_18.09.2019,height_18.09.2019,total.branch_18.09.2019,longest.leaf_18.09.2019,buds_18.09.2019,flrs_18.09.2019,fruits_18.09.2019,longest.fruit_18.09.2019,herb_18.09.2019,branch.damage_18.09.2019,notes_18.09.2019,protocol.notes_18.09.2019,date_28.09.2019,phen_28.09.2019,stem.diam_28.09.2019,height_28.09.2019,total.branch_28.09.2019,longest.leaf_28.09.2019,buds_28.09.2019,flrs_28.09.2019,fruits_28.09.2019,longest.fruit_28.09.2019,herb_28.09.2019,branch.damage_28.09.2019,notes_28.09.2019,protocol.notes_28.09.2019,
,LV2,1.5,NA,77,LV2 P1.5 QNA #77,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.46,5.4,2,NA,11,0,0,NA,1,0,herb 1a,NA,,8/8/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAG FELL OUT,NA,8/28/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,1.5,NA,78,LV2 P1.5 QNA #78,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.37,6.2,2,NA,7,0,0,NA,1,0,"herb 1a, 1VB",NA,,8/8/19,V,NA,NA,4,NA,NA,NA,NA,NA,2,1,"B-->V, herb 2c (4), only a few leaves left",NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,"2C (3), 1B",NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,new veg leaves,NA,9/7/19,V,1.5,3.5,2,MISSING,NA,NA,NA,NA,2,1,"herb 2c, longest leaf written as zero",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,79,LV2 P1.5 QNA #79,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.42,8,5,NA,25,0,0,NA,0,0,NA,NA,,8/8/19,B,NA,NA,5,NA,8,0,0,NA,2,1,herb 2b (3),NA,8/18/19,B,NA,NA,5,NA,14,0,0,NA,2,1,2B (3),NA,8/28/19,F,NA,NA,5,NA,9,9,3,NA,0,0,NA,NA,9/7/19,P,2.04,8.5,6,NA,0,0,0,NA,2,1,herb 2b,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,herb 2b,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,80,LV2 P1.5 QNA #80,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.84,5.6,4,NA,18,0,0,NA,0,0,NA,NA,,8/8/19,V,NA,NA,4,NA,NA,NA,NA,NA,2,1,"B-->V, herb 2c (4)",NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2C (2),NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,still only a stem,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,1.5,NA,81,LV2 P1.5 QNA #81,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,3.14,11.6,7,NA,58,0,0,NA,0,0,NA,NA,,8/8/19,V,NA,NA,7,NA,NA,NA,NA,NA,2,1,"B-->V, herb 2c (6)",NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2C (6),NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,haven't recovered from herb at all,NA,9/7/19,V,3.5,6.2,11,MISSING,NA,NA,NA,NA,2,1,"herb 2c, longest leaf written as zero",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,82,LV2 P1.5 QNA #82,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.87,7,5,NA,9,0,0,NA,2,1,"AM broken, 2b, 4VB",NA,,8/8/19,B,NA,NA,5,NA,1,0,0,NA,2,1,herb 2c (3),NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2C (5),NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,haven't recovered from herb at all,NA,9/7/19,V,2.27,5,7,0.7,NA,NA,NA,NA,1.5,1,"herb 1a, 2c",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,83,LV2 P1.5 QNA #83,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,2.42,6,3,NA,16,0,0,NA,0,0,NA,NA,,8/8/19,F,NA,NA,3,NA,16,2,0,NA,NA,NA,NA,NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2C (2), 1B",NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,haven't recovered from herb at all,NA,9/7/19,V,2.89,4.5,5,1.3,NA,NA,NA,NA,1.5,1,"herb 1b, 2c",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,84,LV2 P1.5 QNA #84,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,3.16,4.8,4,NA,8,0,0,NA,1.5,1,"3 broken (2b), herb 1a",NA,,8/8/19,B,NA,NA,4,NA,7,0,0,NA,2,0,"mutant buds, herb 2b (2)",NA,8/18/19,P,NA,NA,4,NA,NA,2,0,1,2,1,2B (2),NA,8/28/19,P/V,NA,NA,3,NA,0,0,2,NA,2,1,broken br/herb 2c (3),NA,9/7/19,V,2.48,5.5,3,MISSINg,NA,NA,NA,NA,2,1,"herb 2c, longest leaf written as zero",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,85,LV2 P1.5 QNA #85,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,2.06,4.6,3,NA,10,0,0,NA,2,1,"1 broken, herb 2b",NA,,8/8/19,F,NA,NA,3,NA,12,4,0,NA,NA,NA,NA,NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,B,NA,NA,3,NA,2,0,0,NA,0,0,NA,NA,9/7/19,F,6.8,3.6,5,NA,6,4,0,NA,0,0,NA,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,herb 2b,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,86,LV2 P1.5 QNA #86,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,B,1.74,6.5,5,NA,32,0,0,NA,0,0,NA,NA,,8/8/19,F,NA,NA,5,NA,23,5,0,NA,2,1,herb 2b (1),NA,8/18/19,F,NA,NA,5,NA,NA,0,0,0,2,1,"2B (2), 1B",NA,8/28/19,F,NA,NA,10,NA,23,5,10,NA,0,0,NA,NA,9/7/19,P,3.6,10,8,NA,0,0,9,6,1,0,herb 1a,NA,9/18/19,P,NA,NA,8,NA,0,0,9,NA,0,0,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,1.5,NA,87,LV2 P1.5 QNA #87,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,F,2.01,7.7,1,NA,12,3,0,NA,0,0,NA,NA,,8/8/19,P,NA,NA,1,NA,0,0,1,NA,2,1,"herb 2c (1), all buds & flrs lost",NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dried out,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,1.5,NA,88,LV2 P1.5 QNA #88,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,F,1.88,9.3,1,NA,13,5,0,NA,0,0,NA,NA,,8/8/19,P,NA,NA,1,NA,0,0,1,NA,2,1,"herb 2c (1), all buds & flrs lost",NA,8/18/19,B,NA,NA,3,NA,NA,3,0,0,0,0,NA,NA,8/28/19,B,NA,NA,6,NA,10,0,0,NA,0,0,2 VB --> may bud,NA,9/7/19,F,2.5,3.6,7,NA,17,3,0,NA,2,1,herb 2b,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,herb 2b,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,1.5,NA,89,LV2 P1.5 QNA #89,N,7/25/19,7/25/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/19,V,1.47,2.5,1,1.7,NA,NA,NA,NA,0,0,NA,NA,,8/8/19,V,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,8/18/19,V,NA,NA,4,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,5,LV2 P2 QNA #5,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORANGE BB LV2 PLOT 2 # 26-30,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,14,LV2 P2 QNA #14,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,16,LV2 P2 QNA #16,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,55,LV2 P2 QNA #55,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,56,LV2 P2 QNA #56,N,7/25/19,7/25/19,F,4.1,14.7,9,NA,11,2,0,NA,"1, 4",0,"herb 1a, flrs wilty & beetle herb (4a), new germ has 1-3 sets of true leaves",NA,,8/2/19,F,NA,NA,12,NA,15,1,0,NA,0,0,NA,NA,,8/8/19,F,NA,NA,12,NA,20,3,0,NA,2,1,herb 2b (3 br),NA,8/18/19,F,NA,NA,12,NA,12,2,1,NA,2,1,2A (1),NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,herb 2c (7)/5 VB,NA,9/7/19,V,2.69,5.6,13,1.2,NA,NA,NA,NA,1.5,1,"herb 1a, 2c",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,2,NA,26,LV2 P2 QNA #26,N,7/25/19,7/25/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,27,LV2 P2 QNA #27,N,7/25/19,7/25/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,28,LV2 P2 QNA #28,N,7/25/19,7/25/19,B,1.33,7.1,1,NA,8,NA,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,1,NA,3,5,0,NA,0,0,NA,NA,,8/8/19,V,NA,NA,1,NA,0,0,0,NA,2,1,herb 2c (1) no repro struct or leaves yet,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,29,LV2 P2 QNA #29,N,7/25/19,7/25/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,30,LV2 P2 QNA #30,N,7/25/19,7/25/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,65,LV2 P2 QNA #65,N,7/25/19,7/25/19,B,1.88,7.3,6,NA,17,NA,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,6,NA,19,4,0,NA,1,0,herb 1a,NA,,8/8/19,F,NA,NA,6,NA,5,4,3,NA,1.5,1,"herb 1a, 2b (3)",NA,8/18/19,MISSED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX,2.35,13.2,6,NA,0,0,3,3.5,2,1,"herb 2b, FOUND",NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,66,LV2 P2 QNA #66,N,7/25/19,7/25/19,F,1.56,9.5,1,NA,6,2,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,1,NA,NA,1,4,2,0,0,NA,NA,,8/8/19,P,NA,NA,1,NA,0,0,2,NA,0,NA,NA,NA,8/18/19,P,NA,NA,1,NA,0,0,2,NA,2,1,2A (1),NA,8/28/19,P,NA,NA,1,NA,0,0,1,NA,0,0,NA,NA,9/7/19,P,1.35,11,1,NA,0,0,1,5.5,1,0,herb 1a,NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,61,LV2 P2 QNA #61,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,57,LV2 P2 QNA #57,N,7/25/19,7/25/19,F,4.06,12.9,9,NA,28,15,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,6,NA,6,7,14,NA,2,1,"AM broken (2b), 1 br",,,8/8/19,P,NA,NA,6,NA,0,0,7,NA,0,1,1 broken branch,NA,8/18/19,S,NA,NA,6,NA,0,0,7,NA,2,1,2b (2),NA,8/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX,2.36,11.3,6,NA,0,0,7,5.6,2,1,herb 2b,NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,58,LV2 P2 QNA #58,N,7/25/19,7/25/19,F,3.58,11.5,16,NA,34,20,NA,NA,2,0,A.M. broken (2b),NA,,8/2/19,F,NA,NA,12,NA,16,16,21,NA,1.5,1,"3 br broken (2b), 1a",,,8/8/19,F,NA,NA,12,NA,13,8,19,NA,2,1,herb 2b (3 branches),NA,8/18/19,S,NA,NA,12,NA,8,0,18,NA,2,1,2b (1),NA,8/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX,2.92,14.5,12,NA,0,0,20,5.8,0,0,NA,NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,59,LV2 P2 QNA #59,N,7/25/19,7/25/19,F,2.88,14.2,7,NA,22,8,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,10,NA,NA,21,3,2,"1, 3",0,"1a, 3a herb",NA,,8/8/19,F,NA,NA,10,NA,16,4,4,NA,0,0,NA,NA,8/18/19,P,NA,NA,10,NA,0,0,1,NA,1.5,1,"1b, 2a (1)",NA,8/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX/V,3,13.2,8,NA,0,0,1,4.2,1.5,1,"herb 1b, 2b",NA,9/18/19,SX/V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,SX/V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,2,NA,69,LV2 P2 QNA #69,N,7/25/19,7/25/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV2,2,NA,67,LV2 P2 QNA #67,N,7/25/19,7/25/19,F,2.4,13.3,5,NA,25,2,NA,NA,0,0,NA,NA,,8/2/19,F,NA,NA,5,NA,7,14,5,NA,0,0,NA,NA,,8/8/19,F,NA,NA,5,NA,0,1,0,NA,2,1,herb 2c (4),NA,8/18/19,P,NA,NA,5,NA,0,0,0,NA,1.5,1,"2b (5), 1a",NA,8/28/19,SX/V,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1 VB/2C (4),NA,9/7/19,V,2.01,4,7,0.6,NA,NA,NA,NA,2,1,"herb 2c, 2 VB",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV2,2,NA,63,LV2 P2 QNA #63,N,7/25/19,7/25/19,B,4.96,8.5,6,NA,21,NA,NA,NA,1,0,herb 1a,NA,,8/2/19,F,NA,NA,7,NA,6,7,3,NA,1,0,"3 VB, 1a, stem disintegrating",,,8/8/19,F,NA,NA,7,NA,3,1,6,NA,0,0,NA,NA,8/18/19,P,NA,NA,7,NA,0,0,5,NA,0,0,NA,NA,8/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,SX,2.72,11.5,5,NA,0,0,2,2.6,0,0,NA,NA,9/18/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
